1,0.00002510,-3.67031410,0.93550710,-1.47455810,0.14981310,1
1,0.00006710,-0.93075710,0.45091610,-0.90375610,0.40657710,1
1,0.00040710,-2.96202110,0.39940310,-1.04294410,0.20871810,1
1,0.00071310,-1.87463510,0.11015610,-0.97820010,0.85368510,1
1,0.00072210,2.07838810,0.53522810,-0.34990210,0.59521310,1
1,0.00086810,0.72811510,0.49447510,0.80120810,0.27489210,1
1,0.00095910,-0.95606710,0.98523110,-0.05641310,0.88916110,1
1,0.00118010,-1.69594810,0.43336410,-0.69970710,0.48347510,1
1,0.00118610,0.64230810,0.80665210,1.05704410,0.89955410,1
1,0.00121810,-1.00385210,0.13676110,0.21363710,0.44590310,1
1,0.00129210,-0.17531310,0.90584410,1.25632810,0.07081610,1
1,0.00142110,2.19399210,0.69715510,0.06852410,0.70354410,1
1,0.00149610,2.91651310,0.30277310,-0.13204810,0.28992610,1
1,0.00159510,0.78276310,0.41452210,0.20947510,0.08533610,1
1,0.00166210,1.67295610,0.25229810,-0.18526310,0.12639710,1
1,0.00171510,-0.34743610,0.34866510,-0.56748610,0.95682410,1
1,0.00172210,0.45271810,0.61001910,0.89678910,0.76673810,1
1,0.00191810,1.66455010,0.74473710,-0.65730410,0.50507610,1
1,0.00204510,3.02318810,0.51162510,0.73583410,0.15504410,1
1,0.00208010,-0.03082910,0.05653310,0.29457010,0.42234110,1
1,0.00209510,-1.52618610,0.89747610,-0.56949710,0.13644010,1
1,0.00209810,0.80111610,0.61776110,-1.06525810,0.96864810,1
1,0.00216910,-2.13486410,0.19926010,0.26207010,0.70691210,1
1,0.00228110,2.20806510,0.50735610,-1.78524110,0.81092910,1
1,0.00285710,-0.13804410,0.56119010,-0.02805310,0.10049610,1
1,0.00291210,2.54476310,0.94175510,-0.11602110,0.48966010,1
1,0.00294810,0.15341010,0.70273910,-1.28734310,0.73664110,1
1,0.00319210,2.81783810,0.90676310,1.38667210,0.31332010,1
1,0.00319510,0.62473310,0.00512010,0.75958210,0.78814210,1
1,0.00324310,2.00692610,0.84569010,-1.28052210,0.07263310,1
1,0.00333810,3.09531110,0.76804310,-0.40262710,0.89373310,1
1,0.00339310,2.06062710,0.99103510,0.38153010,0.78700510,1
1,0.00345810,0.43259910,0.64066510,2.11657910,0.76467710,1
1,0.00347210,0.22018610,0.24791310,0.45437310,0.33262610,1
1,0.00347810,-0.13345710,0.88363710,1.11343510,0.54578510,1
1,0.00352710,4.25038510,0.11621810,2.03564010,0.86798110,0
1,0.00354610,0.08247510,0.71891410,0.65321010,0.24564710,1
1,0.00359110,-0.39377610,0.00665410,1.52550110,0.43685410,1
1,0.00379910,-0.74358810,0.95026510,0.20560810,0.81267410,1
1,0.00402110,-2.63374910,0.48469010,-1.33025810,0.51267310,1
1,0.00416710,-4.01062410,0.57948910,-0.53462010,0.39136810,1
1,0.00437210,-1.72306110,0.14204810,-1.46925910,0.62860710,1
1,0.00441210,-1.31789210,0.77505010,-0.24965210,0.91908810,1
1,0.00456610,-3.62633010,0.86868510,1.10878210,0.83906510,1
1,0.00471010,-4.03045210,0.82938310,-0.36633710,0.84478110,1
1,0.00490210,-1.32327110,0.86986110,-0.82898610,0.70436810,1
1,0.00492810,1.45585410,0.82640310,-1.14008910,0.51888610,1
1,0.00501310,1.17199010,0.05340410,-1.05351110,0.97118710,1
1,0.00502210,0.47606210,0.16443810,1.37287810,0.73836310,1
1,0.00502810,2.14768310,0.86177610,0.56177810,0.45157310,1
1,0.00514810,-0.68136910,0.74740610,0.10655710,0.57115610,1
1,0.00516110,0.46558710,0.62267710,1.27413910,0.84092810,1
1,0.00516310,2.91604710,0.12867510,-0.86071310,0.07288510,1
1,0.00524410,0.00430910,0.31075910,1.27418310,0.60210710,1
1,0.00535610,-1.64977910,0.21703210,1.41428410,0.55423210,1
1,0.00543410,-1.97449610,0.09264610,1.10741610,0.42755510,1
1,0.00543810,2.39730110,0.32019510,-0.30851610,0.39309110,1
1,0.00551810,-1.32331010,0.60213410,0.72516210,0.94309210,1
1,0.00555210,-0.25424710,0.42260910,0.14037010,0.93697010,1
1,0.00563410,-4.12053710,0.10307910,0.28078910,0.29855110,1
1,0.00564610,-1.24433510,0.62234710,-0.27684410,0.98283010,1
1,0.00565610,0.61606610,0.41715910,-0.94367510,0.34837310,1
1,0.00576010,-1.65218810,0.64122110,0.02606410,0.97504110,1
1,0.00582410,4.36795910,0.58883110,0.72298310,0.57622210,0
1,0.00592610,0.43890210,0.87794610,-0.55753310,0.45258210,1
1,0.00598010,2.24935210,0.06059110,-0.12883710,0.82770910,1
1,0.00602710,-0.77013410,0.41366510,0.98331610,0.99632010,1
1,0.00609110,-0.52554810,0.09084810,-0.85232510,0.08891010,1
1,0.00609410,0.74906810,0.42199110,-1.97837310,0.66655510,1
1,0.00617010,-0.61191710,0.17169510,-0.26732010,0.01300710,1
1,0.00623210,1.07765910,0.95897510,0.21654210,0.72438810,1
1,0.00642910,0.35167910,0.42477810,0.91384110,0.93214510,1
1,0.00644110,0.91032710,0.75348710,1.53106610,0.64197010,1
1,0.00645610,-2.25691910,0.58757610,-1.27757110,0.35022010,1
1,0.00664810,-2.14345210,0.26579710,0.76061410,0.57909010,1
1,0.00667810,-1.63206310,0.62914010,-1.14656010,0.36745210,1
1,0.00675910,-3.36564210,0.27461610,-0.45458510,0.31028210,1
1,0.00678610,0.63951810,0.73931710,-0.42740810,0.79523310,1
1,0.00692710,0.74864510,0.17333210,0.05426810,0.59588610,1
1,0.00712810,-1.90314110,0.34676710,-0.78476310,0.42412610,1
1,0.00718510,-0.95079010,0.25899010,1.65468410,0.64932210,1
1,0.00718810,-1.14824210,0.72730010,0.73788510,0.67310510,1
1,0.00725110,1.50202010,0.82317710,0.30817610,0.42314410,1
1,0.00737810,2.04191610,0.42016010,-0.25224410,0.79240210,1
1,0.00739610,-2.57844410,0.53194810,-0.32509410,0.95197110,1
1,0.00744810,0.04225110,0.66789610,-1.37524510,0.11488610,1
1,0.00761110,-1.09390310,0.79999710,1.11454910,0.54971010,1
1,0.00793510,-4.16040310,0.18773110,2.52411710,0.14338410,1
1,0.00799010,-0.24209910,0.22406910,-1.01764110,0.12415310,1
1,0.00811210,-1.44547010,0.56194110,0.63273510,0.98650810,1
1,0.00863710,-1.16599610,0.69751110,-0.19353110,0.25358210,1
1,0.00879210,-4.35963110,0.18532310,-1.02835510,0.40744610,1
1,0.00886210,1.58727410,0.32313110,-1.63132110,0.44795910,1
1,0.00897110,0.72609910,0.44539710,-0.18348610,0.68864410,1
1,0.00907210,1.03313110,0.57141510,-1.77229710,0.95567810,1
1,0.00911710,-0.60370010,0.44492010,1.30230610,0.38251410,1
1,0.00915310,2.11562910,0.32666910,1.09914510,0.26133010,0
1,0.00928310,-0.15423510,0.63703410,0.13680610,0.60536110,1
1,0.00928410,3.01292610,0.67179910,0.60541610,0.13525510,1
1,0.00933410,-2.67497510,0.52371810,1.24344010,0.43257410,1
1,0.00937210,-2.17661510,0.64329310,-1.29375610,0.17256410,1
1,0.00952610,-1.32515510,0.86849510,-1.16298510,0.19052110,1
1,0.00953410,2.47333910,0.87563710,-0.86178410,0.83032410,1
1,0.00958110,-3.53984710,0.00545010,-0.68232710,0.55276710,1
1,0.00972410,1.02653210,0.11397010,-0.79913110,0.76973510,1
1,0.00977410,-1.04160910,0.47230610,1.44051710,0.05193010,1
1,0.00978110,-0.12069710,0.58317010,-1.66133410,0.61120710,1
1,0.00985010,1.20791910,0.52044810,1.58075110,0.70098410,1
1,0.00987710,-0.28404610,0.06196710,-0.86110010,0.44422510,1
1,0.01001410,1.36725610,0.15570410,-0.13829010,0.62684810,1
1,0.01003510,-0.23221910,0.93220310,1.09794510,0.52241710,1
1,0.01009810,-0.06184810,0.09718610,-0.44441210,0.20440910,1
1,0.01019910,-1.00450010,0.12655810,0.60447510,0.21535410,1
1,0.01024610,-1.16229410,0.99197810,0.05517910,0.12485610,1
1,0.01043010,-1.73669610,0.14595910,0.16742410,0.18141510,1
1,0.01082110,0.39121210,0.70098010,-0.65896810,0.66641510,1
1,0.01085310,0.60137010,0.76555710,1.30777210,0.54011810,1
1,0.01087410,-1.26216410,0.82509610,0.39538110,0.09233810,1
1,0.01087710,-1.06173610,0.36451110,0.11201310,0.95248710,1
1,0.01088110,-0.63544810,0.16438610,0.59732310,0.95225310,1
